episode_id,show_id,creator_id,publish_ts,duration_s
76,5,3,2026-01-30 00:00:00+00:00,1466
77,5,3,2026-01-26 00:00:00+00:00,2895
78,5,3,2026-01-25 00:00:00+00:00,2468
79,5,3,2026-01-16 00:00:00+00:00,3189
80,5,3,2026-01-15 00:00:00+00:00,3230
81,5,3,2026-01-14 00:00:00+00:00,3169
82,5,3,2026-01-09 00:00:00+00:00,921
83,5,3,2025-12-25 00:00:00+00:00,2458
84,5,3,2025-12-24 00:00:00+00:00,2039
85,5,3,2025-12-17 00:00:00+00:00,1125
86,5,3,2025-12-08 00:00:00+00:00,667
87,5,3,2025-11-29 00:00:00+00:00,1211
88,5,3,2025-11-15 00:00:00+00:00,3134
89,5,3,2025-11-07 00:00:00+00:00,2654
90,5,3,2025-11-04 00:00:00+00:00,2935
91,5,3,2025-10-29 00:00:00+00:00,3300
92,6,3,2026-02-19 00:00:00+00:00,2192
93,6,3,2026-02-18 00:00:00+00:00,3152
94,6,3,2026-02-17 00:00:00+00:00,2003
95,6,3,2026-02-12 00:00:00+00:00,2827
96,6,3,2026-02-10 00:00:00+00:00,1513
97,6,3,2026-02-09 00:00:00+00:00,3105
98,6,3,2026-02-08 00:00:00+00:00,1309
99,6,3,2026-01-29 00:00:00+00:00,2334
100,6,3,2026-01-27 00:00:00+00:00,1668
101,6,3,2026-01-17 00:00:00+00:00,2328
102,6,3,2026-01-15 00:00:00+00:00,1412
103,6,3,2026-01-10 00:00:00+00:00,2191
104,6,3,2026-01-04 00:00:00+00:00,1408
105,6,3,2025-12-26 00:00:00+00:00,2805
106,6,3,2025-12-26 00:00:00+00:00,1282
107,6,3,2025-12-23 00:00:00+00:00,1590
108,6,3,2025-12-10 00:00:00+00:00,645
109,6,3,2025-12-04 00:00:00+00:00,2090
110,6,3,2025-11-27 00:00:00+00:00,606
111,6,3,2025-11-10 00:00:00+00:00,2009
112,6,3,2025-10-30 00:00:00+00:00,3173
113,7,4,2026-02-14 00:00:00+00:00,908
114,7,4,2026-02-06 00:00:00+00:00,3420
115,7,4,2026-02-03 00:00:00+00:00,1995
116,7,4,2026-02-01 00:00:00+00:00,1066
117,7,4,2026-01-13 00:00:00+00:00,3188
118,7,4,2026-01-02 00:00:00+00:00,2607
119,7,4,2025-12-23 00:00:00+00:00,2127
120,7,4,2025-12-21 00:00:00+00:00,1411
121,7,4,2025-12-07 00:00:00+00:00,2495
122,7,4,2025-11-30 00:00:00+00:00,3009
123,7,4,2025-11-27 00:00:00+00:00,1722
124,7,4,2025-11-26 00:00:00+00:00,1052
125,7,4,2025-11-15 00:00:00+00:00,1050
126,7,4,2025-11-14 00:00:00+00:00,2979
127,8,4,2026-02-18 00:00:00+00:00,3382
128,8,4,2026-02-03 00:00:00+00:00,1539
129,8,4,2026-01-24 00:00:00+00:00,2755
130,8,4,2026-01-24 00:00:00+00:00,2110
131,8,4,2026-01-18 00:00:00+00:00,2808
132,8,4,2026-01-17 00:00:00+00:00,1704
133,8,4,2026-01-11 00:00:00+00:00,1618
134,8,4,2025-12-29 00:00:00+00:00,658
135,8,4,2025-12-17 00:00:00+00:00,3121
136,8,4,2025-12-12 00:00:00+00:00,2151
137,8,4,2025-12-11 00:00:00+00:00,1757
138,8,4,2025-12-03 00:00:00+00:00,2212
139,8,4,2025-12-03 00:00:00+00:00,3564
140,8,4,2025-11-26 00:00:00+00:00,3092
141,8,4,2025-11-20 00:00:00+00:00,3287
142,8,4,2025-11-10 00:00:00+00:00,1725
143,8,4,2025-11-01 00:00:00+00:00,2577
144,8,4,2025-10-28 00:00:00+00:00,2166
145,9,5,2026-02-23 00:00:00+00:00,3481
146,9,5,2026-02-21 00:00:00+00:00,1590
147,9,5,2026-02-18 00:00:00+00:00,1637
148,9,5,2026-02-11 00:00:00+00:00,2457
149,9,5,2026-02-10 00:00:00+00:00,3584
150,9,5,2026-02-07 00:00:00+00:00,3380
151,9,5,2026-02-07 00:00:00+00:00,2857
152,9,5,2026-01-26 00:00:00+00:00,1449
153,9,5,2026-01-24 00:00:00+00:00,2056
154,9,5,2025-12-26 00:00:00+00:00,1115
155,9,5,2025-12-20 00:00:00+00:00,1688
156,9,5,2025-12-18 00:00:00+00:00,3471
157,9,5,2025-11-25 00:00:00+00:00,889
158,9,5,2025-11-20 00:00:00+00:00,982
159,9,5,2025-11-17 00:00:00+00:00,863
160,9,5,2025-11-04 00:00:00+00:00,1197
161,9,5,2025-10-30 00:00:00+00:00,2488
162,9,5,2025-10-29 00:00:00+00:00,1723
163,10,6,2026-02-20 00:00:00+00:00,1437
164,10,6,2026-02-20 00:00:00+00:00,3195
165,10,6,2026-02-12 00:00:00+00:00,2204
166,10,6,2026-02-09 00:00:00+00:00,3303
167,10,6,2026-02-06 00:00:00+00:00,726
168,10,6,2026-01-28 00:00:00+00:00,1081
169,10,6,2026-01-20 00:00:00+00:00,2629
170,10,6,2026-01-18 00:00:00+00:00,2916
171,10,6,2026-01-11 00:00:00+00:00,3523
172,10,6,2025-12-26 00:00:00+00:00,1426
173,10,6,2025-12-25 00:00:00+00:00,1375
174,10,6,2025-12-22 00:00:00+00:00,1151
175,10,6,2025-12-16 00:00:00+00:00,2830
176,10,6,2025-12-13 00:00:00+00:00,1191
177,10,6,2025-12-02 00:00:00+00:00,3304
178,10,6,2025-12-02 00:00:00+00:00,2319
179,10,6,2025-11-24 00:00:00+00:00,2621
180,10,6,2025-11-16 00:00:00+00:00,1439
181,10,6,2025-11-16 00:00:00+00:00,2784
182,10,6,2025-11-13 00:00:00+00:00,1326
183,10,6,2025-11-11 00:00:00+00:00,1121
184,10,6,2025-11-06 00:00:00+00:00,895
185,10,6,2025-11-05 00:00:00+00:00,1055
186,10,6,2025-11-04 00:00:00+00:00,1574
187,10,6,2025-11-04 00:00:00+00:00,913
188,11,7,2026-02-23 00:00:00+00:00,625
189,11,7,2026-02-04 00:00:00+00:00,3368
190,11,7,2026-02-04 00:00:00+00:00,961
191,11,7,2026-01-28 00:00:00+00:00,3231
192,11,7,2026-01-20 00:00:00+00:00,2723
193,11,7,2026-01-18 00:00:00+00:00,1774
194,11,7,2026-01-13 00:00:00+00:00,1784
195,11,7,2026-01-05 00:00:00+00:00,790
196,11,7,2026-01-01 00:00:00+00:00,1781
197,11,7,2025-12-30 00:00:00+00:00,3301
198,11,7,2025-12-29 00:00:00+00:00,3243
199,11,7,2025-12-18 00:00:00+00:00,3558
200,11,7,2025-11-25 00:00:00+00:00,2600
201,11,7,2025-11-24 00:00:00+00:00,2134
202,11,7,2025-11-16 00:00:00+00:00,3015
203,11,7,2025-11-14 00:00:00+00:00,1275
204,11,7,2025-11-08 00:00:00+00:00,3300
205,11,7,2025-11-02 00:00:00+00:00,2231
206,11,7,2025-10-28 00:00:00+00:00,1946
207,12,8,2026-02-24 00:00:00+00:00,1814
208,12,8,2026-02-19 00:00:00+00:00,1223
209,12,8,2026-02-10 00:00:00+00:00,2385
210,12,8,2026-02-02 00:00:00+00:00,805
211,12,8,2026-01-26 00:00:00+00:00,1262
212,12,8,2026-01-25 00:00:00+00:00,1076
213,12,8,2026-01-20 00:00:00+00:00,2604
214,12,8,2026-01-17 00:00:00+00:00,1832
215,12,8,2026-01-13 00:00:00+00:00,2723
216,12,8,2026-01-06 00:00:00+00:00,985
217,12,8,2025-12-18 00:00:00+00:00,2803
218,12,8,2025-12-03 00:00:00+00:00,2334
219,12,8,2025-11-29 00:00:00+00:00,2075
220,12,8,2025-11-27 00:00:00+00:00,1753
221,12,8,2025-11-22 00:00:00+00:00,3511
222,12,8,2025-11-15 00:00:00+00:00,2503
223,12,8,2025-11-02 00:00:00+00:00,3198
224,12,8,2025-10-28 00:00:00+00:00,1357
225,13,9,2026-02-17 00:00:00+00:00,2892
226,13,9,2026-02-16 00:00:00+00:00,1917
227,13,9,2026-02-12 00:00:00+00:00,798
228,13,9,2026-02-11 00:00:00+00:00,2606
229,13,9,2026-02-02 00:00:00+00:00,1748
230,13,9,2026-01-25 00:00:00+00:00,2802
231,13,9,2026-01-21 00:00:00+00:00,1174
232,13,9,2026-01-16 00:00:00+00:00,2412
233,13,9,2026-01-10 00:00:00+00:00,3150
234,13,9,2026-01-06 00:00:00+00:00,1292
235,13,9,2026-01-03 00:00:00+00:00,847
236,13,9,2025-12-30 00:00:00+00:00,2041
237,13,9,2025-12-23 00:00:00+00:00,1609
238,13,9,2025-12-18 00:00:00+00:00,2463
239,13,9,2025-12-09 00:00:00+00:00,3168
240,13,9,2025-12-04 00:00:00+00:00,3376
241,13,9,2025-11-10 00:00:00+00:00,2660
242,13,9,2025-11-09 00:00:00+00:00,3401
243,13,9,2025-11-03 00:00:00+00:00,2709
244,13,9,2025-10-30 00:00:00+00:00,3409
245,14,9,2026-02-23 00:00:00+00:00,980
246,14,9,2026-02-19 00:00:00+00:00,1622
247,14,9,2026-02-16 00:00:00+00:00,2511
248,14,9,2026-02-14 00:00:00+00:00,3022
249,14,9,2026-02-14 00:00:00+00:00,3056
250,14,9,2026-02-08 00:00:00+00:00,886
251,14,9,2026-01-26 00:00:00+00:00,797
252,14,9,2026-01-24 00:00:00+00:00,2081
253,14,9,2026-01-07 00:00:00+00:00,1284
254,14,9,2025-12-22 00:00:00+00:00,899
255,14,9,2025-12-22 00:00:00+00:00,1955
256,14,9,2025-12-13 00:00:00+00:00,2941
257,14,9,2025-12-03 00:00:00+00:00,2207
258,14,9,2025-12-01 00:00:00+00:00,2279
259,14,9,2025-11-27 00:00:00+00:00,2434
260,14,9,2025-11-24 00:00:00+00:00,1304
261,14,9,2025-11-24 00:00:00+00:00,2567
262,14,9,2025-11-17 00:00:00+00:00,3488
263,14,9,2025-11-17 00:00:00+00:00,872
264,14,9,2025-11-03 00:00:00+00:00,2645
265,14,9,2025-10-29 00:00:00+00:00,1846
266,15,10,2026-02-24 00:00:00+00:00,3052
267,15,10,2026-02-21 00:00:00+00:00,2818
268,15,10,2026-02-19 00:00:00+00:00,2011
269,15,10,2026-02-17 00:00:00+00:00,1263
270,15,10,2026-02-13 00:00:00+00:00,896
271,15,10,2026-02-12 00:00:00+00:00,2094
272,15,10,2026-01-29 00:00:00+00:00,2946
273,15,10,2026-01-24 00:00:00+00:00,1585
274,15,10,2026-01-21 00:00:00+00:00,2945
275,15,10,2026-01-20 00:00:00+00:00,1308
276,15,10,2026-01-20 00:00:00+00:00,1493
277,15,10,2026-01-15 00:00:00+00:00,3405
278,15,10,2026-01-15 00:00:00+00:00,2356
279,15,10,2026-01-05 00:00:00+00:00,2122
280,15,10,2026-01-05 00:00:00+00:00,2275
281,15,10,2025-12-20 00:00:00+00:00,2551
282,15,10,2025-12-10 00:00:00+00:00,2305
283,15,10,2025-11-28 00:00:00+00:00,2713
284,15,10,2025-11-16 00:00:00+00:00,1302
285,15,10,2025-11-03 00:00:00+00:00,3063
286,15,10,2025-11-01 00:00:00+00:00,627
287,15,10,2025-10-31 00:00:00+00:00,1389
288,15,10,2025-10-29 00:00:00+00:00,1538
289,16,11,2026-02-22 00:00:00+00:00,3546
290,16,11,2026-02-17 00:00:00+00:00,2987
291,16,11,2026-02-15 00:00:00+00:00,3452
292,16,11,2026-02-08 00:00:00+00:00,2183
293,16,11,2026-02-04 00:00:00+00:00,3381
294,16,11,2026-01-13 00:00:00+00:00,3492
295,16,11,2026-01-06 00:00:00+00:00,3079
296,16,11,2025-12-25 00:00:00+00:00,1919
297,16,11,2025-12-23 00:00:00+00:00,2194
298,16,11,2025-12-12 00:00:00+00:00,1988
299,16,11,2025-12-11 00:00:00+00:00,1501
300,16,11,2025-12-09 00:00:00+00:00,2307
301,16,11,2025-12-03 00:00:00+00:00,2555
302,16,11,2025-11-25 00:00:00+00:00,3100
303,16,11,2025-11-12 00:00:00+00:00,1054
304,16,11,2025-11-06 00:00:00+00:00,2134
305,16,11,2025-10-30 00:00:00+00:00,2450
306,16,11,2025-10-28 00:00:00+00:00,2435
307,17,12,2026-02-22 00:00:00+00:00,729
308,17,12,2026-02-17 00:00:00+00:00,2149
309,17,12,2026-01-30 00:00:00+00:00,1402
310,17,12,2026-01-20 00:00:00+00:00,2805
311,17,12,2026-01-02 00:00:00+00:00,1766
312,17,12,2025-12-24 00:00:00+00:00,2806
313,17,12,2025-12-13 00:00:00+00:00,1356
314,17,12,2025-12-07 00:00:00+00:00,3130
315,17,12,2025-11-26 00:00:00+00:00,1130
316,17,12,2025-11-23 00:00:00+00:00,1214
317,17,12,2025-11-16 00:00:00+00:00,3220
318,17,12,2025-11-15 00:00:00+00:00,2804
319,17,12,2025-11-09 00:00:00+00:00,675
320,17,12,2025-11-08 00:00:00+00:00,1943
321,17,12,2025-11-05 00:00:00+00:00,1145
322,17,12,2025-11-01 00:00:00+00:00,3257
323,18,13,2026-02-08 00:00:00+00:00,2973
324,18,13,2026-02-06 00:00:00+00:00,3467
325,18,13,2026-01-23 00:00:00+00:00,809
326,18,13,2026-01-02 00:00:00+00:00,1184
327,18,13,2025-12-24 00:00:00+00:00,2720
328,18,13,2025-12-18 00:00:00+00:00,1171
329,18,13,2025-12-14 00:00:00+00:00,1728
330,18,13,2025-12-11 00:00:00+00:00,3270
331,18,13,2025-11-25 00:00:00+00:00,2759
332,18,13,2025-11-25 00:00:00+00:00,1956
333,18,13,2025-11-21 00:00:00+00:00,1486
334,18,13,2025-10-31 00:00:00+00:00,1854
335,18,13,2025-10-30 00:00:00+00:00,990
336,18,13,2025-10-28 00:00:00+00:00,3135
337,19,13,2026-02-22 00:00:00+00:00,1457
338,19,13,2026-02-01 00:00:00+00:00,1929
339,19,13,2026-01-30 00:00:00+00:00,1183
340,19,13,2026-01-13 00:00:00+00:00,2927
341,19,13,2026-01-04 00:00:00+00:00,1783
342,19,13,2025-12-05 00:00:00+00:00,3400
343,19,13,2025-12-04 00:00:00+00:00,1069
344,19,13,2025-11-27 00:00:00+00:00,3591
345,19,13,2025-11-27 00:00:00+00:00,1174
346,19,13,2025-11-18 00:00:00+00:00,1487
347,19,13,2025-11-15 00:00:00+00:00,3478
348,19,13,2025-11-10 00:00:00+00:00,2562
349,19,13,2025-11-09 00:00:00+00:00,2008
350,19,13,2025-10-31 00:00:00+00:00,1769
351,19,13,2025-10-29 00:00:00+00:00,1446
352,20,14,2026-02-22 00:00:00+00:00,3094
353,20,14,2026-02-06 00:00:00+00:00,2015
354,20,14,2026-02-02 00:00:00+00:00,2678
355,20,14,2026-01-27 00:00:00+00:00,1202
356,20,14,2026-01-13 00:00:00+00:00,3356
357,20,14,2025-12-31 00:00:00+00:00,2384
358,20,14,2025-12-15 00:00:00+00:00,2440
359,20,14,2025-12-08 00:00:00+00:00,3472
360,20,14,2025-12-03 00:00:00+00:00,1970
361,20,14,2025-11-27 00:00:00+00:00,3204
362,20,14,2025-11-25 00:00:00+00:00,2825
363,20,14,2025-11-16 00:00:00+00:00,3296
364,20,14,2025-11-10 00:00:00+00:00,1019
365,20,14,2025-11-04 00:00:00+00:00,1831
366,20,14,2025-10-30 00:00:00+00:00,2408
367,20,14,2025-10-29 00:00:00+00:00,1386
368,20,14,2025-10-28 00:00:00+00:00,1704
369,21,15,2026-02-15 00:00:00+00:00,2467
370,21,15,2026-01-27 00:00:00+00:00,1263
371,21,15,2026-01-23 00:00:00+00:00,1615
372,21,15,2026-01-16 00:00:00+00:00,1402
373,21,15,2026-01-16 00:00:00+00:00,851
374,21,15,2026-01-11 00:00:00+00:00,1399
375,21,15,2026-01-10 00:00:00+00:00,2641
376,21,15,2026-01-02 00:00:00+00:00,1380
377,21,15,2025-12-28 00:00:00+00:00,1845
378,21,15,2025-12-19 00:00:00+00:00,2146
379,21,15,2025-12-17 00:00:00+00:00,629
380,21,15,2025-12-11 00:00:00+00:00,901
381,21,15,2025-11-23 00:00:00+00:00,747
382,21,15,2025-11-12 00:00:00+00:00,2941
383,21,15,2025-11-12 00:00:00+00:00,1480
384,21,15,2025-11-12 00:00:00+00:00,1124
385,21,15,2025-11-06 00:00:00+00:00,1106
386,22,16,2026-02-11 00:00:00+00:00,1079
387,22,16,2026-02-10 00:00:00+00:00,1436
388,22,16,2026-01-17 00:00:00+00:00,2015
389,22,16,2026-01-06 00:00:00+00:00,1770
390,22,16,2026-01-02 00:00:00+00:00,2699
391,22,16,2025-12-21 00:00:00+00:00,2428
392,22,16,2025-12-20 00:00:00+00:00,2992
393,22,16,2025-12-19 00:00:00+00:00,1233
394,22,16,2025-12-09 00:00:00+00:00,3017
395,22,16,2025-12-07 00:00:00+00:00,1269
396,22,16,2025-12-06 00:00:00+00:00,1251
397,22,16,2025-12-05 00:00:00+00:00,3345
398,22,16,2025-11-25 00:00:00+00:00,3098
399,22,16,2025-11-22 00:00:00+00:00,913
400,22,16,2025-11-17 00:00:00+00:00,2305
401,22,16,2025-11-16 00:00:00+00:00,3455
402,22,16,2025-11-12 00:00:00+00:00,2606
403,22,16,2025-11-09 00:00:00+00:00,2275
404,22,16,2025-11-09 00:00:00+00:00,3154
405,22,16,2025-10-29 00:00:00+00:00,2388
406,23,17,2026-02-20 00:00:00+00:00,2026
407,23,17,2026-02-06 00:00:00+00:00,1407
408,23,17,2026-02-05 00:00:00+00:00,2094
409,23,17,2026-02-04 00:00:00+00:00,690
410,23,17,2026-01-24 00:00:00+00:00,1177
411,23,17,2026-01-17 00:00:00+00:00,2945
412,23,17,2026-01-10 00:00:00+00:00,1535
413,23,17,2026-01-10 00:00:00+00:00,1613
414,23,17,2026-01-07 00:00:00+00:00,2695
415,23,17,2026-01-03 00:00:00+00:00,2140
416,23,17,2025-12-29 00:00:00+00:00,1936
417,23,17,2025-12-23 00:00:00+00:00,1184
418,23,17,2025-12-17 00:00:00+00:00,1620
419,23,17,2025-12-15 00:00:00+00:00,2420
420,23,17,2025-12-03 00:00:00+00:00,2442
421,23,17,2025-12-02 00:00:00+00:00,1791
422,23,17,2025-11-27 00:00:00+00:00,2640
423,23,17,2025-11-26 00:00:00+00:00,3019
424,23,17,2025-11-25 00:00:00+00:00,879
425,23,17,2025-11-25 00:00:00+00:00,2598
426,23,17,2025-11-20 00:00:00+00:00,2751
427,23,17,2025-11-17 00:00:00+00:00,2765
428,23,17,2025-11-11 00:00:00+00:00,1457
429,23,17,2025-11-10 00:00:00+00:00,1353
430,23,17,2025-11-06 00:00:00+00:00,1913
431,24,18,2026-02-23 00:00:00+00:00,1224
432,24,18,2026-02-21 00:00:00+00:00,3035
433,24,18,2026-02-17 00:00:00+00:00,2666
434,24,18,2026-02-16 00:00:00+00:00,2443
435,24,18,2026-01-29 00:00:00+00:00,2732
436,24,18,2026-01-28 00:00:00+00:00,2591
437,24,18,2026-01-21 00:00:00+00:00,893
438,24,18,2026-01-14 00:00:00+00:00,2441
439,24,18,2026-01-13 00:00:00+00:00,1210
440,24,18,2026-01-08 00:00:00+00:00,1368
441,24,18,2026-01-05 00:00:00+00:00,2974
442,24,18,2026-01-04 00:00:00+00:00,1728
443,24,18,2025-12-28 00:00:00+00:00,2955
444,24,18,2025-12-26 00:00:00+00:00,3132
445,24,18,2025-12-26 00:00:00+00:00,1347
446,24,18,2025-12-24 00:00:00+00:00,3438
447,24,18,2025-12-10 00:00:00+00:00,1937
448,24,18,2025-12-05 00:00:00+00:00,1143
449,24,18,2025-11-21 00:00:00+00:00,1452
450,24,18,2025-11-15 00:00:00+00:00,631
451,24,18,2025-11-13 00:00:00+00:00,1114
452,25,19,2026-02-20 00:00:00+00:00,3222
453,25,19,2026-02-13 00:00:00+00:00,1872
454,25,19,2026-01-31 00:00:00+00:00,1587
455,25,19,2026-01-30 00:00:00+00:00,3570
456,25,19,2026-01-26 00:00:00+00:00,1388
457,25,19,2026-01-24 00:00:00+00:00,2494
458,25,19,2026-01-15 00:00:00+00:00,1689
459,25,19,2026-01-02 00:00:00+00:00,2869
460,25,19,2025-12-27 00:00:00+00:00,2464
461,25,19,2025-12-24 00:00:00+00:00,661
462,25,19,2025-12-15 00:00:00+00:00,760
463,25,19,2025-12-12 00:00:00+00:00,938
464,25,19,2025-12-06 00:00:00+00:00,3570
465,25,19,2025-12-01 00:00:00+00:00,2734
466,25,19,2025-12-01 00:00:00+00:00,1577
467,25,19,2025-11-28 00:00:00+00:00,3429
468,25,19,2025-11-20 00:00:00+00:00,1505
469,25,19,2025-11-18 00:00:00+00:00,2484
470,25,19,2025-11-11 00:00:00+00:00,2050
471,25,19,2025-11-08 00:00:00+00:00,3338
472,25,19,2025-11-01 00:00:00+00:00,2045
473,25,19,2025-10-29 00:00:00+00:00,777
474,25,19,2025-10-28 00:00:00+00:00,1790
475,26,19,2026-02-24 00:00:00+00:00,822
476,26,19,2026-02-23 00:00:00+00:00,1492
477,26,19,2026-02-10 00:00:00+00:00,1339
478,26,19,2026-02-07 00:00:00+00:00,2986
479,26,19,2026-02-04 00:00:00+00:00,2157
480,26,19,2026-02-01 00:00:00+00:00,1052
481,26,19,2026-02-01 00:00:00+00:00,2358
482,26,19,2026-01-30 00:00:00+00:00,3315
483,26,19,2026-01-27 00:00:00+00:00,3231
484,26,19,2026-01-26 00:00:00+00:00,3382
485,26,19,2026-01-24 00:00:00+00:00,3164
486,26,19,2026-01-04 00:00:00+00:00,3191
487,26,19,2025-12-22 00:00:00+00:00,3506
488,26,19,2025-12-22 00:00:00+00:00,2422
489,26,19,2025-12-06 00:00:00+00:00,3252
490,26,19,2025-12-03 00:00:00+00:00,1569
491,26,19,2025-12-03 00:00:00+00:00,1950
492,26,19,2025-12-02 00:00:00+00:00,1598
493,26,19,2025-11-29 00:00:00+00:00,1025
494,26,19,2025-11-24 00:00:00+00:00,779
495,26,19,2025-11-16 00:00:00+00:00,3467
496,26,19,2025-11-10 00:00:00+00:00,2634
497,26,19,2025-11-10 00:00:00+00:00,1286
498,26,19,2025-11-05 00:00:00+00:00,1608
499,27,19,2026-02-24 00:00:00+00:00,2101
500,27,19,2026-02-23 00:00:00+00:00,1129
501,27,19,2026-02-01 00:00:00+00:00,2794
502,27,19,2026-01-31 00:00:00+00:00,3172
503,27,19,2026-01-31 00:00:00+00:00,1880
504,27,19,2026-01-29 00:00:00+00:00,2893
505,27,19,2026-01-23 00:00:00+00:00,2903
506,27,19,2026-01-18 00:00:00+00:00,2803
507,27,19,2026-01-09 00:00:00+00:00,2890
508,27,19,2026-01-05 00:00:00+00:00,3591
509,27,19,2025-12-12 00:00:00+00:00,1297
510,27,19,2025-12-12 00:00:00+00:00,2278
511,27,19,2025-12-11 00:00:00+00:00,3452
512,27,19,2025-12-04 00:00:00+00:00,1135
513,27,19,2025-11-13 00:00:00+00:00,1638
514,28,20,2026-02-19 00:00:00+00:00,1072
515,28,20,2026-02-14 00:00:00+00:00,2921
516,28,20,2026-01-06 00:00:00+00:00,3541
517,28,20,2025-12-31 00:00:00+00:00,2254
518,28,20,2025-12-31 00:00:00+00:00,2897
519,28,20,2025-12-20 00:00:00+00:00,3298
520,28,20,2025-12-19 00:00:00+00:00,3122
521,28,20,2025-12-18 00:00:00+00:00,2075
522,28,20,2025-12-13 00:00:00+00:00,3341
523,28,20,2025-11-27 00:00:00+00:00,917
524,28,20,2025-11-19 00:00:00+00:00,897
525,28,20,2025-11-19 00:00:00+00:00,1416
526,28,20,2025-11-18 00:00:00+00:00,3585
527,28,20,2025-11-13 00:00:00+00:00,2572
528,28,20,2025-11-06 00:00:00+00:00,1162
529,29,20,2026-02-19 00:00:00+00:00,2848
530,29,20,2026-02-16 00:00:00+00:00,3031
531,29,20,2026-02-13 00:00:00+00:00,3164
532,29,20,2026-02-02 00:00:00+00:00,2886
533,29,20,2026-02-01 00:00:00+00:00,2754
534,29,20,2026-01-17 00:00:00+00:00,3461
535,29,20,2026-01-10 00:00:00+00:00,1696
536,29,20,2026-01-01 00:00:00+00:00,800
537,29,20,2025-12-28 00:00:00+00:00,2093
538,29,20,2025-12-26 00:00:00+00:00,1752
539,29,20,2025-12-11 00:00:00+00:00,722
