listener_id,region,signup_ts
186,NA,2025-12-13 00:00:00+00:00
187,LATAM,2025-10-30 00:00:00+00:00
188,NA,2025-12-18 00:00:00+00:00
189,NA,2025-12-19 00:00:00+00:00
190,APAC,2026-01-21 00:00:00+00:00
191,NA,2026-02-16 00:00:00+00:00
192,APAC,2026-02-08 00:00:00+00:00
193,EU,2026-01-19 00:00:00+00:00
194,NA,2025-12-10 00:00:00+00:00
195,NA,2025-11-11 00:00:00+00:00
196,NA,2025-11-08 00:00:00+00:00
197,APAC,2025-11-18 00:00:00+00:00
198,EU,2025-12-15 00:00:00+00:00
199,NA,2025-11-04 00:00:00+00:00
200,EU,2025-11-30 00:00:00+00:00
201,NA,2026-01-30 00:00:00+00:00
202,APAC,2025-12-10 00:00:00+00:00
203,NA,2026-01-01 00:00:00+00:00
204,EU,2026-02-14 00:00:00+00:00
205,NA,2025-11-23 00:00:00+00:00
206,NA,2025-12-09 00:00:00+00:00
207,LATAM,2026-01-17 00:00:00+00:00
208,EU,2025-11-22 00:00:00+00:00
209,APAC,2025-12-26 00:00:00+00:00
210,NA,2026-01-03 00:00:00+00:00
211,EU,2026-02-01 00:00:00+00:00
212,NA,2026-01-22 00:00:00+00:00
213,EU,2026-01-13 00:00:00+00:00
214,NA,2025-11-10 00:00:00+00:00
215,APAC,2026-01-26 00:00:00+00:00
216,EU,2025-11-28 00:00:00+00:00
217,EU,2025-10-29 00:00:00+00:00
218,NA,2026-02-18 00:00:00+00:00
219,NA,2026-01-20 00:00:00+00:00
220,APAC,2025-11-02 00:00:00+00:00
221,LATAM,2026-02-07 00:00:00+00:00
222,NA,2025-11-27 00:00:00+00:00
223,LATAM,2025-12-17 00:00:00+00:00
224,NA,2026-01-11 00:00:00+00:00
225,NA,2025-12-21 00:00:00+00:00
226,NA,2026-01-25 00:00:00+00:00
227,NA,2026-01-09 00:00:00+00:00
228,NA,2025-12-27 00:00:00+00:00
229,NA,2025-11-25 00:00:00+00:00
230,LATAM,2026-01-19 00:00:00+00:00
231,NA,2025-12-17 00:00:00+00:00
232,EU,2025-11-20 00:00:00+00:00
233,EU,2026-01-09 00:00:00+00:00
234,EU,2026-01-15 00:00:00+00:00
235,APAC,2025-11-15 00:00:00+00:00
236,LATAM,2025-12-01 00:00:00+00:00
237,EU,2026-02-21 00:00:00+00:00
238,EU,2026-02-18 00:00:00+00:00
239,EU,2025-11-29 00:00:00+00:00
240,APAC,2026-01-22 00:00:00+00:00
241,LATAM,2026-01-28 00:00:00+00:00
242,NA,2025-10-31 00:00:00+00:00
243,NA,2026-01-08 00:00:00+00:00
244,NA,2026-01-12 00:00:00+00:00
245,APAC,2025-11-05 00:00:00+00:00
246,NA,2025-12-14 00:00:00+00:00
247,NA,2025-11-25 00:00:00+00:00
248,APAC,2026-02-13 00:00:00+00:00
249,LATAM,2025-11-01 00:00:00+00:00
250,EU,2025-11-21 00:00:00+00:00
251,NA,2025-11-03 00:00:00+00:00
252,NA,2025-11-05 00:00:00+00:00
253,NA,2025-12-25 00:00:00+00:00
254,NA,2025-12-13 00:00:00+00:00
255,APAC,2026-01-29 00:00:00+00:00
256,EU,2026-01-03 00:00:00+00:00
257,EU,2025-12-09 00:00:00+00:00
258,EU,2026-01-03 00:00:00+00:00
259,EU,2026-02-22 00:00:00+00:00
260,NA,2025-12-01 00:00:00+00:00
261,LATAM,2025-10-30 00:00:00+00:00
262,LATAM,2025-12-10 00:00:00+00:00
263,APAC,2026-02-12 00:00:00+00:00
264,EU,2025-12-04 00:00:00+00:00
265,NA,2026-01-10 00:00:00+00:00
266,APAC,2025-11-08 00:00:00+00:00
267,NA,2025-12-16 00:00:00+00:00
268,NA,2025-12-12 00:00:00+00:00
269,LATAM,2026-01-04 00:00:00+00:00
270,APAC,2025-11-19 00:00:00+00:00
271,APAC,2025-11-16 00:00:00+00:00
272,EU,2025-12-24 00:00:00+00:00
273,NA,2026-02-24 00:00:00+00:00
274,NA,2025-11-12 00:00:00+00:00
275,LATAM,2026-02-09 00:00:00+00:00
276,EU,2026-01-21 00:00:00+00:00
277,NA,2025-11-05 00:00:00+00:00
278,LATAM,2026-02-09 00:00:00+00:00
279,APAC,2025-12-15 00:00:00+00:00
280,NA,2026-01-22 00:00:00+00:00
281,EU,2025-12-23 00:00:00+00:00
282,NA,2025-12-03 00:00:00+00:00
283,EU,2025-11-24 00:00:00+00:00
284,NA,2025-12-20 00:00:00+00:00
285,APAC,2025-11-23 00:00:00+00:00
286,NA,2025-11-26 00:00:00+00:00
287,EU,2025-11-19 00:00:00+00:00
288,NA,2025-11-13 00:00:00+00:00
289,NA,2026-01-16 00:00:00+00:00
290,APAC,2025-11-23 00:00:00+00:00
291,NA,2026-01-06 00:00:00+00:00
292,APAC,2025-10-30 00:00:00+00:00
293,APAC,2026-01-29 00:00:00+00:00
294,EU,2025-12-06 00:00:00+00:00
295,EU,2026-02-13 00:00:00+00:00
296,NA,2026-02-04 00:00:00+00:00
297,LATAM,2026-02-14 00:00:00+00:00
298,EU,2025-11-15 00:00:00+00:00
299,EU,2026-01-04 00:00:00+00:00
300,LATAM,2026-01-01 00:00:00+00:00
301,EU,2026-02-03 00:00:00+00:00
302,NA,2026-01-05 00:00:00+00:00
303,LATAM,2025-11-18 00:00:00+00:00
304,EU,2026-02-11 00:00:00+00:00
305,EU,2025-11-17 00:00:00+00:00
306,NA,2025-12-12 00:00:00+00:00
307,NA,2026-02-09 00:00:00+00:00
308,NA,2025-10-28 00:00:00+00:00
309,LATAM,2025-12-20 00:00:00+00:00
310,APAC,2026-02-19 00:00:00+00:00
311,APAC,2025-11-12 00:00:00+00:00
312,EU,2025-12-07 00:00:00+00:00
313,LATAM,2025-11-04 00:00:00+00:00
314,NA,2025-11-06 00:00:00+00:00
315,NA,2026-02-14 00:00:00+00:00
316,APAC,2026-01-10 00:00:00+00:00
317,NA,2026-01-02 00:00:00+00:00
318,NA,2026-01-13 00:00:00+00:00
319,NA,2025-11-05 00:00:00+00:00
320,LATAM,2026-02-06 00:00:00+00:00
321,APAC,2026-02-19 00:00:00+00:00
322,NA,2025-11-20 00:00:00+00:00
323,EU,2025-12-19 00:00:00+00:00
324,LATAM,2025-12-28 00:00:00+00:00
325,LATAM,2025-11-18 00:00:00+00:00
326,APAC,2026-02-13 00:00:00+00:00
327,EU,2026-02-07 00:00:00+00:00
328,LATAM,2026-02-09 00:00:00+00:00
329,NA,2025-12-31 00:00:00+00:00
330,EU,2026-02-18 00:00:00+00:00
331,EU,2025-11-28 00:00:00+00:00
332,NA,2026-02-20 00:00:00+00:00
333,NA,2026-02-17 00:00:00+00:00
334,LATAM,2026-02-11 00:00:00+00:00
335,NA,2026-01-04 00:00:00+00:00
336,LATAM,2025-11-28 00:00:00+00:00
337,LATAM,2026-01-30 00:00:00+00:00
338,NA,2025-11-21 00:00:00+00:00
339,NA,2026-01-05 00:00:00+00:00
340,LATAM,2025-11-21 00:00:00+00:00
341,NA,2025-10-31 00:00:00+00:00
342,LATAM,2026-02-13 00:00:00+00:00
343,NA,2026-02-02 00:00:00+00:00
344,APAC,2025-12-07 00:00:00+00:00
345,NA,2026-01-22 00:00:00+00:00
346,APAC,2025-11-11 00:00:00+00:00
347,NA,2026-01-30 00:00:00+00:00
348,NA,2026-01-27 00:00:00+00:00
349,NA,2025-12-07 00:00:00+00:00
350,LATAM,2025-11-18 00:00:00+00:00
351,NA,2025-11-20 00:00:00+00:00
352,LATAM,2026-02-13 00:00:00+00:00
353,EU,2025-11-06 00:00:00+00:00
354,APAC,2025-11-04 00:00:00+00:00
355,EU,2026-02-07 00:00:00+00:00
356,APAC,2026-01-10 00:00:00+00:00
357,EU,2025-11-20 00:00:00+00:00
358,NA,2026-02-18 00:00:00+00:00
359,APAC,2025-12-04 00:00:00+00:00
360,APAC,2026-01-28 00:00:00+00:00
361,LATAM,2025-11-05 00:00:00+00:00
362,EU,2025-12-15 00:00:00+00:00
363,NA,2026-02-05 00:00:00+00:00
364,NA,2026-02-06 00:00:00+00:00
365,LATAM,2025-12-27 00:00:00+00:00
366,EU,2025-12-06 00:00:00+00:00
367,NA,2026-02-07 00:00:00+00:00
368,EU,2026-02-03 00:00:00+00:00
369,LATAM,2025-11-29 00:00:00+00:00
370,NA,2026-02-21 00:00:00+00:00
371,NA,2025-12-05 00:00:00+00:00
372,NA,2025-12-07 00:00:00+00:00
373,APAC,2025-11-02 00:00:00+00:00
374,NA,2026-02-08 00:00:00+00:00
375,APAC,2025-12-09 00:00:00+00:00
376,NA,2026-01-30 00:00:00+00:00
377,EU,2025-12-08 00:00:00+00:00
378,EU,2025-12-02 00:00:00+00:00
379,EU,2026-01-15 00:00:00+00:00
380,NA,2026-02-05 00:00:00+00:00
381,EU,2025-11-02 00:00:00+00:00
382,EU,2026-01-28 00:00:00+00:00
383,LATAM,2026-02-03 00:00:00+00:00
384,LATAM,2026-01-11 00:00:00+00:00
385,LATAM,2025-12-23 00:00:00+00:00
386,NA,2025-11-09 00:00:00+00:00
387,APAC,2025-12-02 00:00:00+00:00
388,EU,2025-12-15 00:00:00+00:00
389,APAC,2025-11-15 00:00:00+00:00
390,APAC,2025-12-10 00:00:00+00:00
391,NA,2026-01-09 00:00:00+00:00
392,NA,2025-12-17 00:00:00+00:00
393,EU,2025-10-31 00:00:00+00:00
394,EU,2025-12-24 00:00:00+00:00
395,APAC,2025-12-10 00:00:00+00:00
396,NA,2025-12-06 00:00:00+00:00
397,EU,2025-11-26 00:00:00+00:00
398,EU,2026-01-11 00:00:00+00:00
399,NA,2025-11-28 00:00:00+00:00
400,EU,2026-02-05 00:00:00+00:00
401,LATAM,2025-11-30 00:00:00+00:00
402,NA,2025-11-22 00:00:00+00:00
403,NA,2025-12-07 00:00:00+00:00
404,EU,2026-01-21 00:00:00+00:00
405,APAC,2025-11-30 00:00:00+00:00
406,LATAM,2026-02-22 00:00:00+00:00
407,EU,2026-01-19 00:00:00+00:00
408,NA,2026-02-02 00:00:00+00:00
409,APAC,2026-01-31 00:00:00+00:00
410,EU,2026-02-14 00:00:00+00:00
411,NA,2025-12-05 00:00:00+00:00
412,EU,2025-11-26 00:00:00+00:00
413,NA,2025-11-28 00:00:00+00:00
414,APAC,2026-02-08 00:00:00+00:00
415,EU,2026-01-01 00:00:00+00:00
416,LATAM,2026-01-08 00:00:00+00:00
417,APAC,2025-12-10 00:00:00+00:00
418,LATAM,2026-01-25 00:00:00+00:00
419,LATAM,2026-01-10 00:00:00+00:00
420,LATAM,2025-11-17 00:00:00+00:00
421,NA,2026-02-15 00:00:00+00:00
422,NA,2026-02-04 00:00:00+00:00
423,NA,2026-01-06 00:00:00+00:00
424,EU,2025-11-20 00:00:00+00:00
425,NA,2026-01-04 00:00:00+00:00
426,APAC,2026-02-10 00:00:00+00:00
427,NA,2025-10-31 00:00:00+00:00
428,LATAM,2026-02-05 00:00:00+00:00
429,NA,2025-12-30 00:00:00+00:00
430,EU,2026-02-02 00:00:00+00:00
431,LATAM,2025-11-07 00:00:00+00:00
432,APAC,2025-11-02 00:00:00+00:00
433,NA,2025-11-29 00:00:00+00:00
434,LATAM,2026-02-05 00:00:00+00:00
435,APAC,2025-11-01 00:00:00+00:00
436,NA,2025-11-13 00:00:00+00:00
437,LATAM,2025-11-09 00:00:00+00:00
438,NA,2026-01-02 00:00:00+00:00
439,EU,2026-01-22 00:00:00+00:00
440,APAC,2025-12-07 00:00:00+00:00
441,NA,2026-01-05 00:00:00+00:00
442,LATAM,2026-02-23 00:00:00+00:00
443,NA,2026-02-15 00:00:00+00:00
444,EU,2025-10-30 00:00:00+00:00
445,NA,2025-11-22 00:00:00+00:00
446,EU,2026-01-25 00:00:00+00:00
447,LATAM,2025-12-22 00:00:00+00:00
448,NA,2025-12-14 00:00:00+00:00
449,NA,2026-01-14 00:00:00+00:00
450,NA,2025-11-06 00:00:00+00:00
451,NA,2026-02-01 00:00:00+00:00
452,NA,2026-02-11 00:00:00+00:00
453,NA,2025-11-08 00:00:00+00:00
454,LATAM,2026-01-27 00:00:00+00:00
455,LATAM,2025-12-29 00:00:00+00:00
456,NA,2026-02-12 00:00:00+00:00
457,EU,2025-11-13 00:00:00+00:00
458,EU,2025-11-14 00:00:00+00:00
459,NA,2025-11-01 00:00:00+00:00
460,NA,2026-01-13 00:00:00+00:00
461,NA,2025-12-22 00:00:00+00:00
462,EU,2026-01-29 00:00:00+00:00
463,NA,2025-12-27 00:00:00+00:00
464,EU,2026-01-26 00:00:00+00:00
465,NA,2026-01-30 00:00:00+00:00
466,EU,2026-01-19 00:00:00+00:00
467,LATAM,2025-11-17 00:00:00+00:00
468,NA,2026-01-10 00:00:00+00:00
469,NA,2026-02-10 00:00:00+00:00
470,EU,2026-02-19 00:00:00+00:00
471,NA,2026-01-31 00:00:00+00:00
472,EU,2026-01-27 00:00:00+00:00
473,NA,2026-01-12 00:00:00+00:00
474,APAC,2025-10-28 00:00:00+00:00
475,APAC,2026-02-12 00:00:00+00:00
476,NA,2025-11-04 00:00:00+00:00
477,EU,2025-12-30 00:00:00+00:00
478,NA,2025-11-04 00:00:00+00:00
479,NA,2025-11-16 00:00:00+00:00
480,NA,2025-11-10 00:00:00+00:00
481,EU,2025-12-21 00:00:00+00:00
482,LATAM,2025-11-07 00:00:00+00:00
483,NA,2025-11-02 00:00:00+00:00
484,LATAM,2025-11-02 00:00:00+00:00
485,LATAM,2026-01-05 00:00:00+00:00
486,EU,2026-01-26 00:00:00+00:00
487,APAC,2026-02-02 00:00:00+00:00
488,EU,2026-02-17 00:00:00+00:00
489,LATAM,2026-02-07 00:00:00+00:00
490,APAC,2026-01-09 00:00:00+00:00
491,APAC,2025-12-30 00:00:00+00:00
492,EU,2025-12-27 00:00:00+00:00
493,NA,2026-02-02 00:00:00+00:00
494,EU,2025-10-30 00:00:00+00:00
495,LATAM,2026-02-11 00:00:00+00:00
496,LATAM,2025-12-14 00:00:00+00:00
497,NA,2025-11-12 00:00:00+00:00
498,LATAM,2026-02-23 00:00:00+00:00
499,NA,2025-12-30 00:00:00+00:00
500,NA,2025-11-09 00:00:00+00:00
501,APAC,2026-02-18 00:00:00+00:00
502,APAC,2026-02-19 00:00:00+00:00
503,NA,2026-01-01 00:00:00+00:00
504,EU,2026-02-19 00:00:00+00:00
505,NA,2026-01-07 00:00:00+00:00
506,APAC,2026-02-24 00:00:00+00:00
507,NA,2025-12-11 00:00:00+00:00
508,EU,2026-01-16 00:00:00+00:00
509,NA,2025-11-27 00:00:00+00:00
510,NA,2026-02-02 00:00:00+00:00
511,EU,2026-02-06 00:00:00+00:00
512,EU,2026-01-08 00:00:00+00:00
513,APAC,2025-11-09 00:00:00+00:00
514,EU,2026-01-07 00:00:00+00:00
515,EU,2025-11-14 00:00:00+00:00
516,EU,2026-01-01 00:00:00+00:00
517,NA,2025-12-29 00:00:00+00:00
518,NA,2025-12-01 00:00:00+00:00
519,EU,2025-12-28 00:00:00+00:00
520,NA,2025-11-26 00:00:00+00:00
521,NA,2026-02-14 00:00:00+00:00
522,NA,2026-02-24 00:00:00+00:00
523,NA,2025-11-15 00:00:00+00:00
524,EU,2025-12-05 00:00:00+00:00
525,NA,2025-11-28 00:00:00+00:00
526,EU,2025-12-16 00:00:00+00:00
527,NA,2026-01-10 00:00:00+00:00
528,NA,2025-11-09 00:00:00+00:00
529,APAC,2026-01-20 00:00:00+00:00
530,NA,2025-12-03 00:00:00+00:00
531,NA,2026-02-24 00:00:00+00:00
532,NA,2025-11-30 00:00:00+00:00
533,LATAM,2026-01-21 00:00:00+00:00
534,NA,2026-02-06 00:00:00+00:00
535,APAC,2026-02-09 00:00:00+00:00
536,NA,2025-11-21 00:00:00+00:00
537,NA,2026-02-11 00:00:00+00:00
538,EU,2026-02-01 00:00:00+00:00
539,APAC,2025-10-30 00:00:00+00:00
540,APAC,2025-11-20 00:00:00+00:00
541,NA,2026-01-17 00:00:00+00:00
542,EU,2025-12-06 00:00:00+00:00
543,NA,2026-01-10 00:00:00+00:00
544,EU,2026-02-15 00:00:00+00:00
545,EU,2025-11-15 00:00:00+00:00
546,NA,2025-10-29 00:00:00+00:00
547,EU,2026-02-02 00:00:00+00:00
548,NA,2025-12-08 00:00:00+00:00
549,LATAM,2026-02-13 00:00:00+00:00
550,NA,2025-12-01 00:00:00+00:00
551,EU,2025-11-12 00:00:00+00:00
552,APAC,2026-01-24 00:00:00+00:00
553,EU,2025-12-31 00:00:00+00:00
554,APAC,2025-11-11 00:00:00+00:00
555,APAC,2026-01-12 00:00:00+00:00
556,LATAM,2025-12-14 00:00:00+00:00
557,LATAM,2025-12-09 00:00:00+00:00
558,LATAM,2025-12-18 00:00:00+00:00
559,EU,2025-12-03 00:00:00+00:00
560,LATAM,2025-12-07 00:00:00+00:00
561,LATAM,2026-01-05 00:00:00+00:00
562,APAC,2025-11-08 00:00:00+00:00
563,NA,2026-01-26 00:00:00+00:00
564,NA,2025-11-12 00:00:00+00:00
565,EU,2025-12-27 00:00:00+00:00
566,LATAM,2026-01-07 00:00:00+00:00
567,NA,2025-12-30 00:00:00+00:00
568,NA,2026-01-28 00:00:00+00:00
569,NA,2026-01-03 00:00:00+00:00
570,EU,2025-12-07 00:00:00+00:00
571,APAC,2026-02-17 00:00:00+00:00
572,EU,2026-01-07 00:00:00+00:00
573,NA,2026-01-25 00:00:00+00:00
574,EU,2026-02-08 00:00:00+00:00
575,NA,2026-01-31 00:00:00+00:00
576,NA,2026-01-30 00:00:00+00:00
577,NA,2026-01-15 00:00:00+00:00
578,LATAM,2026-02-01 00:00:00+00:00
579,NA,2026-02-16 00:00:00+00:00
580,LATAM,2026-02-13 00:00:00+00:00
581,NA,2026-01-12 00:00:00+00:00
582,LATAM,2026-01-23 00:00:00+00:00
583,NA,2026-02-08 00:00:00+00:00
584,NA,2026-01-22 00:00:00+00:00
585,EU,2025-12-25 00:00:00+00:00
586,NA,2026-02-20 00:00:00+00:00
587,NA,2025-12-06 00:00:00+00:00
588,LATAM,2025-12-22 00:00:00+00:00
589,APAC,2026-02-19 00:00:00+00:00
590,NA,2025-12-08 00:00:00+00:00
591,NA,2026-01-11 00:00:00+00:00
592,APAC,2026-02-20 00:00:00+00:00
593,EU,2026-01-11 00:00:00+00:00
594,APAC,2026-01-17 00:00:00+00:00
595,NA,2025-12-16 00:00:00+00:00
596,LATAM,2026-02-03 00:00:00+00:00
597,LATAM,2026-02-10 00:00:00+00:00
598,LATAM,2026-01-11 00:00:00+00:00
599,EU,2026-01-13 00:00:00+00:00
600,NA,2025-12-03 00:00:00+00:00
601,NA,2025-12-01 00:00:00+00:00
602,NA,2025-12-21 00:00:00+00:00
603,NA,2025-11-08 00:00:00+00:00
604,NA,2025-12-02 00:00:00+00:00
605,APAC,2025-11-04 00:00:00+00:00
606,NA,2026-01-15 00:00:00+00:00
607,EU,2026-02-21 00:00:00+00:00
608,LATAM,2026-01-19 00:00:00+00:00
609,NA,2025-11-09 00:00:00+00:00
610,NA,2026-02-10 00:00:00+00:00
611,NA,2026-01-02 00:00:00+00:00
612,LATAM,2025-12-20 00:00:00+00:00
613,APAC,2025-12-22 00:00:00+00:00
614,NA,2025-12-02 00:00:00+00:00
615,EU,2025-11-08 00:00:00+00:00
616,NA,2025-11-26 00:00:00+00:00
617,NA,2026-02-11 00:00:00+00:00
618,NA,2025-12-05 00:00:00+00:00
619,NA,2026-01-23 00:00:00+00:00
620,NA,2026-01-16 00:00:00+00:00
